Trial,Marker,Coordinate,Task 1,Task 2,Task 3,Task 4,Task 5,Task 6,Task 7
2,9,Y,"Mean: -30.18, Std: 1.83, Max: -24.75, Min: -32.44, Range: 7.69","Mean: -34.14, Std: 1.58, Max: -29.73, Min: -37.54, Range: 7.80","Mean: -11.62, Std: 17.82, Max: 11.94, Min: -39.52, Range: 51.46","Mean: -40.46, Std: 1.62, Max: -36.20, Min: -43.05, Range: 6.85","Mean: -31.65, Std: 4.04, Max: -20.11, Min: -37.90, Range: 17.78","Mean: -24.35, Std: 12.64, Max: 1.70, Min: -40.78, Range: 42.48","Mean: -31.75, Std: 12.55, Max: 3.11, Min: -45.01, Range: 48.11"
2,9,Z,"Mean: -2.18, Std: 1.50, Max: 0.84, Min: -5.70, Range: 6.54","Mean: 14.70, Std: 4.67, Max: 25.65, Min: 3.96, Range: 21.69","Mean: -14.86, Std: 26.68, Max: 31.31, Min: -46.31, Range: 77.62","Mean: 23.18, Std: 4.53, Max: 32.99, Min: 13.74, Range: 19.25","Mean: 14.11, Std: 7.50, Max: 26.11, Min: -0.78, Range: 26.90","Mean: -4.27, Std: 13.17, Max: 20.20, Min: -26.05, Range: 46.25","Mean: -3.53, Std: 17.77, Max: 22.31, Min: -44.66, Range: 66.97"
2,10,X,"Mean: 194.44, Std: 0.27, Max: 194.96, Min: 193.68, Range: 1.28","Mean: 187.74, Std: 1.50, Max: 190.70, Min: 183.44, Range: 7.27","Mean: 178.52, Std: 12.17, Max: 195.02, Min: 154.71, Range: 40.31","Mean: 183.34, Std: 2.33, Max: 187.84, Min: 178.14, Range: 9.70","Mean: 189.71, Std: 1.87, Max: 192.49, Min: 185.32, Range: 7.17","Mean: 182.21, Std: 8.26, Max: 193.60, Min: 163.85, Range: 29.75","Mean: 184.37, Std: 11.24, Max: 196.40, Min: 142.15, Range: 54.25"
2,10,Y,"Mean: -36.77, Std: 2.03, Max: -30.77, Min: -39.58, Range: 8.81","Mean: -40.46, Std: 2.12, Max: -34.84, Min: -45.17, Range: 10.32","Mean: -11.18, Std: 24.82, Max: 18.51, Min: -49.78, Range: 68.29","Mean: -48.11, Std: 1.98, Max: -42.76, Min: -50.77, Range: 8.01","Mean: -38.56, Std: 4.56, Max: -25.48, Min: -46.01, Range: 20.53","Mean: -22.71, Std: 20.48, Max: 13.82, Min: -49.70, Range: 63.52","Mean: -34.48, Std: 19.36, Max: 16.00, Min: -52.43, Range: 68.42"
2,10,Z,"Mean: -6.08, Std: 1.64, Max: -2.87, Min: -9.82, Range: 6.96","Mean: 10.66, Std: 5.50, Max: 24.02, Min: -2.11, Range: 26.13","Mean: -24.59, Std: 34.40, Max: 35.77, Min: -64.43, Range: 100.19","Mean: 22.14, Std: 6.13, Max: 35.56, Min: 10.04, Range: 25.52","Mean: 13.20, Std: 9.60, Max: 27.56, Min: -5.61, Range: 33.18","Mean: -13.40, Std: 19.40, Max: 24.66, Min: -42.14, Range: 66.79","Mean: -10.34, Std: 22.31, Max: 19.36, Min: -60.78, Range: 80.13"
2,11,X,"Mean: 133.53, Std: 0.26, Max: 134.02, Min: 132.76, Range: 1.26","Mean: 127.75, Std: 0.98, Max: 129.50, Min: 125.71, Range: 3.79","Mean: 131.81, Std: 2.63, Max: 135.88, Min: 127.14, Range: 8.74","Mean: 135.45, Std: 5.51, Max: 141.67, Min: 126.06, Range: 15.61","Mean: 131.72, Std: 2.01, Max: 136.24, Min: 127.24, Range: 9.00","Mean: 132.27, Std: 3.12, Max: 138.31, Min: 125.62, Range: 12.68","Mean: 130.89, Std: 3.49, Max: 141.04, Min: 126.76, Range: 14.28"
2,11,Y,"Mean: -41.60, Std: 1.27, Max: -37.66, Min: -43.18, Range: 5.53","Mean: -43.48, Std: 0.48, Max: -42.33, Min: -44.32, Range: 1.99","Mean: -39.59, Std: 3.33, Max: -30.66, Min: -43.78, Range: 13.12","Mean: -39.51, Std: 4.61, Max: -31.16, Min: -45.38, Range: 14.22","Mean: -40.45, Std: 2.20, Max: -34.07, Min: -43.91, Range: 9.84","Mean: -44.09, Std: 1.92, Max: -38.84, Min: -49.10, Range: 10.26","Mean: -45.84, Std: 2.96, Max: -34.04, Min: -52.29, Range: 18.25"
2,11,Z,"Mean: -7.49, Std: 1.12, Max: -5.26, Min: -10.46, Range: 5.20","Mean: 5.02, Std: 2.80, Max: 10.64, Min: -0.43, Range: 11.07","Mean: -2.93, Std: 3.88, Max: 5.61, Min: -9.68, Range: 15.29","Mean: -11.25, Std: 11.24, Max: 5.00, Min: -28.49, Range: 33.49","Mean: -4.41, Std: 6.27, Max: 7.67, Min: -16.46, Range: 24.13","Mean: -1.32, Std: 2.88, Max: 7.95, Min: -7.75, Range: 15.70","Mean: -5.62, Std: 7.65, Max: 4.87, Min: -35.38, Range: 40.24"
2,12,X,"Mean: 154.47, Std: 0.32, Max: 155.20, Min: 153.60, Range: 1.61","Mean: 148.14, Std: 1.18, Max: 150.19, Min: 145.93, Range: 4.26","Mean: 152.72, Std: 4.09, Max: 157.96, Min: 145.43, Range: 12.54","Mean: 145.23, Std: 7.99, Max: 158.54, Min: 131.37, Range: 27.17","Mean: 153.79, Std: 2.97, Max: 158.73, Min: 146.16, Range: 12.57","Mean: 153.74, Std: 3.37, Max: 158.23, Min: 146.05, Range: 12.17","Mean: 151.25, Std: 3.61, Max: 157.33, Min: 134.72, Range: 22.61"
2,12,Y,"Mean: -52.44, Std: 1.55, Max: -47.77, Min: -54.54, Range: 6.77","Mean: -55.09, Std: 0.69, Max: -53.27, Min: -56.25, Range: 2.98","Mean: -49.50, Std: 5.50, Max: -37.66, Min: -56.94, Range: 19.28","Mean: -32.69, Std: 19.15, Max: -8.82, Min: -59.84, Range: 51.02","Mean: -49.93, Std: 4.13, Max: -40.04, Min: -56.83, Range: 16.79","Mean: -45.52, Std: 10.08, Max: -25.80, Min: -58.73, Range: 32.92","Mean: -52.05, Std: 10.88, Max: -11.32, Min: -63.16, Range: 51.84"
2,12,Z,"Mean: -7.98, Std: 1.28, Max: -5.54, Min: -11.40, Range: 5.86","Mean: 6.29, Std: 3.59, Max: 13.75, Min: -0.61, Range: 14.35","Mean: -4.04, Std: 7.52, Max: 11.09, Min: -15.18, Range: 26.26","Mean: -22.49, Std: 18.25, Max: 8.69, Min: -43.30, Range: 52.00","Mean: -6.64, Std: 7.88, Max: 5.98, Min: -22.93, Range: 28.91","Mean: -11.67, Std: 9.50, Max: 5.00, Min: -27.15, Range: 32.15","Mean: -12.55, Std: 13.49, Max: 3.70, Min: -54.94, Range: 58.64"
2,13,X,"Mean: 172.85, Std: 0.37, Max: 173.72, Min: 171.86, Range: 1.87","Mean: 165.61, Std: 1.47, Max: 168.03, Min: 162.98, Range: 5.05","Mean: 170.87, Std: 5.29, Max: 177.62, Min: 161.34, Range: 16.28","Mean: 153.08, Std: 17.37, Max: 177.41, Min: 126.37, Range: 51.04","Mean: 172.48, Std: 3.86, Max: 178.63, Min: 162.38, Range: 16.25","Mean: 164.90, Std: 22.40, Max: 181.44, Min: -56.39, Range: 237.83","Mean: 167.88, Std: 7.75, Max: 176.26, Min: 129.92, Range: 46.34"
2,13,Y,"Mean: -59.54, Std: 1.70, Max: -54.40, Min: -61.70, Range: 7.30","Mean: -62.97, Std: 0.94, Max: -60.58, Min: -64.77, Range: 4.19","Mean: -56.01, Std: 7.51, Max: -41.60, Min: -66.78, Range: 25.18","Mean: -26.98, Std: 29.78, Max: 7.79, Min: -70.27, Range: 78.06","Mean: -56.00, Std: 5.99, Max: -43.15, Min: -66.54, Range: 23.39","Mean: -42.76, Std: 20.37, Max: -8.07, Min: -101.98, Range: 93.91","Mean: -55.04, Std: 17.54, Max: 5.64, Min: -74.62, Range: 80.26"
2,13,Z,"Mean: -5.11, Std: 1.50, Max: -2.16, Min: -9.01, Range: 6.85","Mean: 10.76, Std: 4.32, Max: 19.34, Min: 2.14, Range: 17.20","Mean: -1.59, Std: 10.56, Max: 18.30, Min: -18.08, Range: 36.38","Mean: -28.67, Std: 25.13, Max: 15.44, Min: -53.17, Range: 68.61","Mean: -5.26, Std: 9.51, Max: 11.62, Min: -24.09, Range: 35.71","Mean: -19.72, Std: 23.58, Max: 12.67, Min: -176.08, Range: 188.75","Mean: -15.02, Std: 18.98, Max: 7.34, Min: -67.36, Range: 74.71"
